,box,txt,score
0,"[[136.0, 39.0], [359.0, 39.0], [359.0, 83.0], [136.0, 83.0]]",全球午餐会,0.9934104681015015
1,"[[408.0, 39.0], [511.0, 39.0], [511.0, 70.0], [408.0, 70.0]]",第13期,0.9666112661361694
2,"[[408.0, 71.0], [513.0, 71.0], [513.0, 91.0], [408.0, 91.0]]",2023/05/26,0.8768065571784973
3,"[[135.0, 86.0], [373.0, 85.0], [373.0, 102.0], [135.0, 103.0]]",SJTU-CS GLOBALLUNCH,0.9376712441444397
4,"[[250.0, 105.0], [410.0, 105.0], [410.0, 119.0], [250.0, 119.0]]",SEMINAR SERIES,0.8996490240097046
5,"[[152.0, 127.0], [587.0, 126.0], [587.0, 153.0], [152.0, 155.0]]",IncorporatingDiffusionModels,0.9571251273155212
6,"[[145.0, 165.0], [600.0, 166.0], [600.0, 193.0], [145.0, 192.0]]",intoConditionalTextGeneration,0.9385362267494202
7,"[[297.0, 202.0], [470.0, 200.0], [470.0, 225.0], [298.0, 227.0]]",ABSTRACT,0.9838074445724487
8,"[[141.0, 233.0], [635.0, 233.0], [635.0, 250.0], [141.0, 250.0]]",Diffusion models have recently gained traction as a powerful approach,0.8989905118942261
9,"[[141.0, 252.0], [636.0, 252.0], [636.0, 268.0], [141.0, 268.0]]",to generative modeling.While these models have shown great success in,0.9128386378288269
10,"[[142.0, 271.0], [635.0, 271.0], [635.0, 285.0], [142.0, 285.0]]","domains such as vision and audio, applying them to natural language",0.9221668243408203
11,"[[142.0, 290.0], [636.0, 290.0], [636.0, 304.0], [142.0, 304.0]]","generation has beenrelatively unexplored,primarily due to the discrete",0.918623685836792
12,"[[142.0, 308.0], [629.0, 308.0], [629.0, 322.0], [142.0, 322.0]]","nature of text data, especially in the context of conditional generation.",0.9107212424278259
13,"[[141.0, 326.0], [636.0, 326.0], [636.0, 343.0], [141.0, 343.0]]","In this talk, we will present DiffuSeq, a novel diffusion model",0.9126191735267639
14,"[[141.0, 344.0], [637.0, 344.0], [637.0, 360.0], [141.0, 360.0]]",specificallydesigned for sequence-to-sequence (Seq2Seg)text,0.9340275526046753
15,"[[140.0, 363.0], [637.0, 362.0], [637.0, 379.0], [140.0, 380.0]]","generation tasks. Moreover, we will also present some recent follow-up",0.9217387437820435
16,"[[142.0, 382.0], [636.0, 382.0], [636.0, 396.0], [142.0, 396.0]]","works, highlighting how diffusion models can be extended and adapted",0.9286697506904602
17,"[[141.0, 400.0], [637.0, 400.0], [637.0, 417.0], [141.0, 417.0]]","to various natural language generation tasks. Finally, we will provide a",0.9039196372032166
18,"[[143.0, 420.0], [635.0, 420.0], [635.0, 434.0], [143.0, 434.0]]",theoretical analysis that connects diffusion models with autoregressive,0.9393029808998108
19,"[[140.0, 437.0], [636.0, 436.0], [636.0, 453.0], [140.0, 454.0]]",and non-autoregressive models. This analysis will shed light on the,0.9540128111839294
20,"[[142.0, 457.0], [635.0, 457.0], [635.0, 470.0], [142.0, 470.0]]",similarities and differences between these models and provide insights,0.915012776851654
21,"[[142.0, 475.0], [390.0, 475.0], [390.0, 489.0], [142.0, 489.0]]",into their strengths and limitations.,0.9292369484901428
22,"[[262.0, 493.0], [634.0, 492.0], [634.0, 509.0], [262.0, 510.0]]",Shansan (Sansa) Gong is an NLP researcher at Shark-NLP,0.9517897367477417
23,"[[264.0, 511.0], [633.0, 511.0], [633.0, 525.0], [264.0, 525.0]]",Shanghai Al Lab. Her current research interests include,0.9181022047996521
24,"[[261.0, 527.0], [634.0, 528.0], [634.0, 545.0], [261.0, 544.0]]",controllable text generation and large pretrain language,0.9300032258033752
25,"[[262.0, 546.0], [634.0, 547.0], [634.0, 561.0], [262.0, 560.0]]",models. She explores different kinds of generation,0.9213742017745972
26,"[[263.0, 563.0], [632.0, 563.0], [632.0, 577.0], [263.0, 577.0]]",paradigms and keep the eye on long sequence modeling.,0.9318981766700745
27,"[[262.0, 579.0], [634.0, 580.0], [634.0, 594.0], [262.0, 593.0]]","Previouly, she graduated from Shanghai Jiao Tong",0.8869150280952454
28,"[[262.0, 594.0], [635.0, 596.0], [635.0, 612.0], [262.0, 610.0]]",University (SJTU) with a Master' s degree in Computing,0.9192605018615723
29,"[[149.0, 618.0], [247.0, 616.0], [247.0, 631.0], [150.0, 633.0]]",Speaker：龚珊三,0.8906076550483704
30,"[[263.0, 614.0], [634.0, 614.0], [634.0, 628.0], [263.0, 628.0]]","Science in 2022, supervised by Kenny Zhu. She has",0.9212097525596619
31,"[[168.0, 634.0], [231.0, 634.0], [231.0, 648.0], [168.0, 648.0]]",Shark-NLP,0.9507777094841003
32,"[[262.0, 630.0], [633.0, 630.0], [633.0, 644.0], [262.0, 644.0]]",published several papers at top conferences such as SIGIR,0.9283096790313721
33,"[[149.0, 645.0], [250.0, 647.0], [250.0, 664.0], [148.0, 661.0]]",Shanghai Al Lab,0.8259223103523254
34,"[[258.0, 646.0], [327.0, 646.0], [327.0, 663.0], [258.0, 663.0]]",and ICLR.,0.8737435340881348
35,"[[402.0, 658.0], [608.0, 658.0], [608.0, 677.0], [402.0, 677.0]]",未来智能，此时开启,0.9377861022949219
36,"[[401.0, 679.0], [647.0, 679.0], [647.0, 693.0], [401.0, 693.0]]","future Intelligence, now we start",0.8690807223320007
37,"[[192.0, 696.0], [481.0, 700.0], [480.0, 721.0], [192.0, 717.0]]",时间：5月26日午12：00-13：30,0.9312981367111206
38,"[[210.0, 718.0], [500.0, 720.0], [500.0, 740.0], [210.0, 738.0]]",参与方式：Bilibili直播间22797301,0.9872614741325378
39,"[[307.0, 739.0], [573.0, 739.0], [573.0, 756.0], [307.0, 756.0]]",电子信息与电气工程学院3号楼414,0.9268481135368347
40,"[[200.0, 780.0], [334.0, 776.0], [334.0, 803.0], [201.0, 806.0]]",上海交通大学,0.8249736428260803
41,"[[346.0, 782.0], [524.0, 782.0], [524.0, 803.0], [346.0, 803.0]]",计算机科学与工程系,0.9348218441009521
42,"[[199.0, 809.0], [332.0, 809.0], [332.0, 819.0], [199.0, 819.0]]",SHANGHM JLAO TONG UNIVERSITY,0.916864812374115
43,"[[238.0, 846.0], [363.0, 846.0], [363.0, 860.0], [238.0, 860.0]]",COWAROBOT,0.9410528540611267
44,"[[382.0, 850.0], [539.0, 850.0], [539.0, 876.0], [382.0, 876.0]]",FIYU辈语安全,0.787717342376709
45,"[[181.0, 868.0], [221.0, 868.0], [221.0, 879.0], [181.0, 879.0]]",GOKUTECH,0.9896270036697388
46,"[[237.0, 866.0], [257.0, 866.0], [257.0, 882.0], [237.0, 882.0]]",酷,0.9994389414787292
47,"[[346.0, 868.0], [366.0, 868.0], [366.0, 880.0], [346.0, 880.0]]",技,0.5236087441444397
