,box,txt,score
0,"[[130.0, 41.0], [344.0, 41.0], [344.0, 82.0], [130.0, 82.0]]",全球午餐会,0.7848948240280151
1,"[[390.0, 38.0], [483.0, 38.0], [483.0, 67.0], [390.0, 67.0]]",第一期,0.9023761749267578
2,"[[389.0, 68.0], [492.0, 68.0], [492.0, 90.0], [389.0, 90.0]]",2023/03/03,0.9249981641769409
3,"[[132.0, 85.0], [355.0, 85.0], [355.0, 100.0], [132.0, 100.0]]",SJTU-CS GLOBALLUNCH,0.9133802652359009
4,"[[239.0, 102.0], [392.0, 102.0], [392.0, 116.0], [239.0, 116.0]]",SEMINAR SERIES,0.9286077618598938
5,"[[146.0, 139.0], [590.0, 140.0], [590.0, 172.0], [146.0, 171.0]]",端到端自动驾驶算法设计思考,0.915172815322876
6,"[[286.0, 181.0], [448.0, 179.0], [448.0, 200.0], [286.0, 203.0]]",ABSTRACT,0.9894890785217285
7,"[[137.0, 208.0], [596.0, 208.0], [596.0, 222.0], [137.0, 222.0]]",自动驾驶的目的是提高最终的驾驶性能，而在广产泛应用的模块化工程中,0.9071030020713806
8,"[[136.0, 232.0], [596.0, 232.0], [596.0, 246.0], [136.0, 246.0]]",任务被拆解独立，难以传递丰富的高维信息并保证最终表现。相比而言，,0.9436677694320679
9,"[[137.0, 257.0], [607.0, 257.0], [607.0, 272.0], [137.0, 272.0]]",端到端的自动驾驶网络模型虽然将任务进行统一，但可解释性表达有所欠,0.9495662450790405
10,"[[136.0, 281.0], [608.0, 281.0], [608.0, 298.0], [136.0, 298.0]]",缺。因此，如何将自动驾驶的多任务合理构建为一个端到端网络至关重要,0.9448407888412476
11,"[[138.0, 307.0], [606.0, 307.0], [606.0, 321.0], [138.0, 321.0]]",。本研究中，我们提出了一套以最终任务为导向，多模块联合优化的端到,0.9415943622589111
12,"[[135.0, 330.0], [600.0, 331.0], [600.0, 348.0], [135.0, 347.0]]",端自动驾驶方案，其可以充分发挥数据驱动的系统性优势，达到了感知、,0.9841477274894714
13,"[[139.0, 357.0], [362.0, 357.0], [362.0, 371.0], [139.0, 371.0]]",预测、决策多个任务结合的最优解。,0.982893705368042
14,"[[286.0, 389.0], [590.0, 389.0], [590.0, 403.0], [286.0, 403.0]]",陈立，上海人工智能实验室青年研究员。本科,0.9678637385368347
15,"[[259.0, 408.0], [590.0, 408.0], [590.0, 422.0], [259.0, 422.0]]",毕业于上海交通大学，硕士毕业于密歇根大学安娜,0.974999189376831
16,"[[257.0, 424.0], [591.0, 425.0], [591.0, 443.0], [257.0, 442.0]]",堡分校。研究兴趣主要为计算机视觉，端到端自动,0.9663089513778687
17,"[[258.0, 446.0], [589.0, 446.0], [589.0, 460.0], [258.0, 460.0]]",驾驶，发表相关工作在国际会议如CVPR/,0.9249089360237122
18,"[[257.0, 465.0], [368.0, 465.0], [368.0, 478.0], [257.0, 478.0]]",ECCV/NeurIPS等。,0.9530686736106873
19,"[[150.0, 480.0], [229.0, 479.0], [229.0, 493.0], [150.0, 495.0]]",Speaker:陈立,0.9351931810379028
20,"[[283.0, 501.0], [596.0, 501.0], [596.0, 515.0], [283.0, 515.0]]",李弘扬，上海人工智能实验室青年科学家、高级,0.9207665324211121
21,"[[257.0, 519.0], [596.0, 519.0], [596.0, 532.0], [257.0, 532.0]]",工程师、上海人工智能实验室OpenDriveLab自动驾驶,0.8971505761146545
22,"[[257.0, 538.0], [598.0, 538.0], [598.0, 552.0], [257.0, 552.0]]",团队研究员，高级工程师。2019年香港中文大学博士,0.9098175168037415
23,"[[256.0, 556.0], [590.0, 556.0], [590.0, 571.0], [256.0, 571.0]]",毕业。以第一作者身份在相关国际会议与期刊CVPR，,0.9599473476409912
24,"[[254.0, 576.0], [598.0, 576.0], [598.0, 590.0], [254.0, 590.0]]",NeurIPS，T-PAMI等发表文章10余篇，累计谷歌学术,0.9254723787307739
25,"[[257.0, 594.0], [468.0, 594.0], [468.0, 607.0], [257.0, 607.0]]",引用1500余次，提交专利20余项。,0.9545159935951233
26,"[[147.0, 609.0], [240.0, 609.0], [240.0, 623.0], [147.0, 623.0]]",Speaker：李弘扬,0.9380956292152405
27,"[[383.0, 626.0], [581.0, 625.0], [581.0, 646.0], [383.0, 647.0]]",未来智能，此时开启,0.9613310694694519
28,"[[384.0, 647.0], [619.0, 647.0], [619.0, 660.0], [384.0, 660.0]]","future Intelligence, now we start",0.9163326621055603
29,"[[195.0, 669.0], [449.0, 669.0], [449.0, 687.0], [195.0, 687.0]]",时间：3月3日午12：00-13：30,0.9091999530792236
30,"[[199.0, 687.0], [478.0, 688.0], [478.0, 708.0], [199.0, 707.0]]",参与方式：Bilibili直播间22797301,0.9587280750274658
31,"[[295.0, 708.0], [547.0, 708.0], [547.0, 722.0], [295.0, 722.0]]",电子信息与电气工程学院3号楼414,0.8867098093032837
32,"[[192.0, 746.0], [318.0, 742.0], [319.0, 768.0], [193.0, 771.0]]",上海交通大学,0.7509155869483948
33,"[[331.0, 749.0], [500.0, 749.0], [500.0, 769.0], [331.0, 769.0]]",计算机科学与工程系,0.9920812249183655
34,"[[240.0, 810.0], [337.0, 810.0], [337.0, 824.0], [240.0, 824.0]]",COWAROBOT,0.935279130935669
35,"[[367.0, 815.0], [513.0, 815.0], [513.0, 836.0], [367.0, 836.0]]",FIYU辈语安全,0.7559208869934082
36,"[[239.0, 827.0], [339.0, 827.0], [339.0, 841.0], [239.0, 841.0]]",酷哇机器人,0.9722722768783569
