,box,txt,score
0,"[[272.0, 53.0], [432.0, 53.0], [432.0, 71.0], [272.0, 71.0]]",计算机科学与工程系,0.9987463355064392
1,"[[506.0, 47.0], [578.0, 47.0], [578.0, 66.0], [506.0, 66.0]]",学术讲座,0.9926748871803284
2,"[[102.0, 74.0], [248.0, 74.0], [248.0, 87.0], [102.0, 87.0]]",SHANGHAI JIAO TONG UNIVERSITY,0.9067492485046387
3,"[[522.0, 67.0], [564.0, 67.0], [564.0, 89.0], [522.0, 89.0]]",系列,0.9958956241607666
4,"[[49.0, 120.0], [594.0, 122.0], [594.0, 153.0], [49.0, 150.0]]",Stochastic Cumulative DNN,0.945749044418335
5,"[[49.0, 165.0], [589.0, 166.0], [589.0, 198.0], [49.0, 197.0]]",Inference for Intelligent loT,0.947668731212616
6,"[[48.0, 209.0], [294.0, 211.0], [293.0, 246.0], [48.0, 244.0]]",Applications,0.994530439376831
7,"[[226.0, 288.0], [496.0, 292.0], [495.0, 317.0], [225.0, 312.0]]",Dr. Weihua Zhuang,0.9479498267173767
8,"[[226.0, 317.0], [296.0, 317.0], [296.0, 329.0], [226.0, 329.0]]",Professor,0.9084134697914124
9,"[[222.0, 330.0], [600.0, 331.0], [600.0, 348.0], [222.0, 347.0]]",Department of Electrical and Computer Engineering,0.9606766104698181
10,"[[224.0, 347.0], [450.0, 347.0], [450.0, 361.0], [224.0, 361.0]]","University of Waterloo,Canada",0.9391021132469177
11,"[[229.0, 395.0], [309.0, 395.0], [309.0, 410.0], [229.0, 410.0]]",Abstract:,0.9369313716888428
12,"[[229.0, 412.0], [610.0, 412.0], [610.0, 426.0], [229.0, 426.0]]",Artificial intelligence models will continue to be per-,0.9073428511619568
13,"[[229.0, 429.0], [610.0, 429.0], [610.0, 442.0], [229.0, 442.0]]",vasivelydeployedtosupportdiverseintelligentInter-,0.8868855834007263
14,"[[228.0, 444.0], [610.0, 444.0], [610.0, 458.0], [228.0, 458.0]]",net of Things(loT) applications inthe 5G/6G era.,0.896510899066925
15,"[[228.0, 461.0], [610.0, 461.0], [610.0, 474.0], [228.0, 474.0]]",Manysuchapplicationsrelyondeepneuralnetworks,0.9189422130584717
16,"[[227.0, 475.0], [609.0, 476.0], [609.0, 490.0], [226.0, 489.0]]","(DNN)forobjectclassification.Inthis presentation,",0.9441505074501038
17,"[[228.0, 492.0], [610.0, 492.0], [610.0, 506.0], [228.0, 506.0]]",DNNinferenceusesapre-trainedDNN modelto pro-,0.9227361083030701
18,"[[226.0, 509.0], [610.0, 509.0], [610.0, 522.0], [226.0, 522.0]]","cessan input data sample suchas rawsensing data,",0.9145851135253906
19,"[[226.0, 524.0], [610.0, 524.0], [610.0, 538.0], [226.0, 538.0]]",and generates a classification result.We will discuss,0.9379724264144897
20,"[[228.0, 540.0], [610.0, 540.0], [610.0, 553.0], [228.0, 553.0]]",whentooffloadDNNinferencecomputationfromre-,0.9339725375175476
21,"[[226.0, 556.0], [611.0, 556.0], [611.0, 570.0], [226.0, 570.0]]",source constrained loT devices to the edge and how,0.8984246253967285
22,"[[228.0, 571.0], [610.0, 571.0], [610.0, 586.0], [228.0, 586.0]]",to incorporate different contributions from multiple,0.9218752980232239
23,"[[23.0, 585.0], [191.0, 587.0], [191.0, 611.0], [22.0, 609.0]]",. Talk Time:,0.887106716632843
24,"[[228.0, 588.0], [610.0, 588.0], [610.0, 601.0], [228.0, 601.0]]",randomDNNinferenceresultstoimprovetaskclassi-,0.9551991820335388
25,"[[227.0, 605.0], [610.0, 606.0], [610.0, 621.0], [226.0, 619.0]]","fication accuracy,while achieving hightransmission,",0.9018546342849731
26,"[[228.0, 622.0], [569.0, 622.0], [569.0, 636.0], [228.0, 636.0]]","computation,and energy resource utilization.",0.9438595175743103
27,"[[40.0, 649.0], [207.0, 649.0], [207.0, 674.0], [40.0, 674.0]]",March 31st,0.9459004402160645
28,"[[40.0, 679.0], [129.0, 679.0], [129.0, 708.0], [40.0, 708.0]]",10AM,0.9383013844490051
29,"[[228.0, 677.0], [264.0, 677.0], [264.0, 695.0], [228.0, 695.0]]",Bio:,0.9960567951202393
30,"[[229.0, 696.0], [620.0, 696.0], [620.0, 711.0], [229.0, 711.0]]",Weihua Zhuang is a University Professor and a TierI,0.8928760290145874
31,"[[229.0, 713.0], [621.0, 713.0], [621.0, 727.0], [229.0, 727.0]]",Canada Research Chair in Wireless Communication,0.9188580513000488
32,"[[229.0, 727.0], [620.0, 727.0], [620.0, 741.0], [229.0, 741.0]]","Networks at University of Waterloo,Canada.Her re",0.906353235244751
33,"[[229.0, 745.0], [622.0, 745.0], [622.0, 759.0], [229.0, 759.0]]","search focuses on network architecture,algorithms",0.9143562912940979
34,"[[24.0, 759.0], [175.0, 762.0], [174.0, 787.0], [23.0, 783.0]]",• Location:,0.8917499780654907
35,"[[229.0, 761.0], [621.0, 761.0], [621.0, 775.0], [229.0, 775.0]]","and protocols,andserviceprovisioning infuture com-",0.9390617609024048
36,"[[230.0, 776.0], [621.0, 776.0], [621.0, 790.0], [230.0, 790.0]]",municationsystems.ShewastheEditor-in-Chief ofthe,0.9165325164794922
