,box,txt,score
0,"[[305.0, 26.0], [640.0, 28.0], [640.0, 94.0], [305.0, 92.0]]",全球午餐会,0.9673249125480652
1,"[[360.0, 102.0], [634.0, 100.0], [634.0, 134.0], [361.0, 136.0]]",第三期2023/03/31,0.9276916980743408
2,"[[207.0, 190.0], [579.0, 190.0], [579.0, 224.0], [207.0, 224.0]]",推荐系统的公平性问题,0.9285279512405396
3,"[[62.0, 263.0], [166.0, 266.0], [165.0, 286.0], [62.0, 284.0]]",Abstract,0.9945615530014038
4,"[[90.0, 304.0], [577.0, 304.0], [577.0, 321.0], [90.0, 321.0]]",推荐系统已经广泛应用于各个行业。推荐系统在提高个性化,0.9426277875900269
5,"[[90.0, 330.0], [576.0, 330.0], [576.0, 347.0], [90.0, 347.0]]",满意程度的同时，也会带来其他间题。其中，推荐结果的公,0.9549618363380432
6,"[[88.0, 354.0], [578.0, 355.0], [578.0, 374.0], [88.0, 373.0]]",平性就是需要关注的一个重要指标。报告中将对推荐不公平,0.9574816226959229
7,"[[90.0, 382.0], [576.0, 382.0], [576.0, 399.0], [90.0, 399.0]]",的来源，公平性的分类，公平性的保障方法，推荐系统公平,0.9619243144989014
8,"[[90.0, 409.0], [527.0, 409.0], [527.0, 426.0], [90.0, 426.0]]",性研究的案例进行介绍，并对未来研究方向进行展望。,0.9503119587898254
9,"[[249.0, 460.0], [583.0, 460.0], [583.0, 476.0], [249.0, 476.0]]",曹健。上海交通大学长聘教授。主要研究方向,0.9650959968566895
10,"[[246.0, 491.0], [586.0, 491.0], [586.0, 514.0], [246.0, 514.0]]",息系统。成果应用于金融服务、智能运维、个,0.9533652067184448
11,"[[246.0, 509.0], [586.0, 509.0], [586.0, 532.0], [246.0, 532.0]]",性化旅游服务和个性化医疗领域。获得省部级,0.966503918170929
12,"[[249.0, 529.0], [578.0, 529.0], [578.0, 546.0], [249.0, 546.0]]",科技进步奖励10项，在国内外发表论文300多,0.9611988663673401
13,"[[247.0, 543.0], [587.0, 544.0], [587.0, 567.0], [247.0, 566.0]]",篇。自前为IEEE高级会员，中国计算机学会杰,0.9338765740394592
14,"[[247.0, 563.0], [584.0, 561.0], [584.0, 582.0], [247.0, 583.0]]",出会员，中国计算机学会协同计算专委会常务,0.9724395871162415
15,"[[246.0, 580.0], [301.0, 583.0], [300.0, 599.0], [246.0, 597.0]]",成员、,0.9673800468444824
16,"[[289.0, 577.0], [583.0, 577.0], [583.0, 600.0], [289.0, 600.0]]",服务计算专委会委员。近年来关注推荐,0.9327788352966309
17,"[[245.0, 597.0], [547.0, 596.0], [547.0, 617.0], [245.0, 618.0]]",系统的公平性向题，相关研究成果发表于,0.9278212785720825
18,"[[106.0, 612.0], [208.0, 612.0], [208.0, 632.0], [106.0, 632.0]]",主讲人：曹健,0.9810248017311096
19,"[[246.0, 616.0], [564.0, 614.0], [564.0, 634.0], [246.0, 636.0]]",SIGKDD，SIGIR，TOIS，TKDD，ICSOC等。,0.917679488658905
20,"[[78.0, 635.0], [241.0, 635.0], [241.0, 652.0], [78.0, 652.0]]",上海交通大学长聘教授,0.9874153137207031
21,"[[274.0, 644.0], [526.0, 646.0], [526.0, 663.0], [274.0, 660.0]]",时间：2023/03/3112:00-13:00,0.8947732448577881
22,"[[276.0, 663.0], [529.0, 661.0], [529.0, 679.0], [276.0, 680.0]]",参与方式：Bilibili直播间22797301,0.9272745251655579
23,"[[275.0, 679.0], [532.0, 679.0], [532.0, 699.0], [275.0, 699.0]]",电子信息与电气工程学院3号楼414,0.9833623170852661
24,"[[341.0, 746.0], [460.0, 741.0], [461.0, 769.0], [342.0, 774.0]]",上海交通大学,0.8598096966743469
25,"[[252.0, 800.0], [416.0, 800.0], [416.0, 820.0], [252.0, 820.0]]",计算机科学与工程系,0.972427487373352
26,"[[197.0, 840.0], [215.0, 840.0], [215.0, 862.0], [197.0, 862.0]]",空,0.999630331993103
27,"[[266.0, 839.0], [367.0, 839.0], [367.0, 853.0], [266.0, 853.0]]",COWAROBOT,0.9444636106491089
28,"[[409.0, 844.0], [563.0, 844.0], [563.0, 868.0], [409.0, 868.0]]",I如辈语安全,0.7640860676765442
29,"[[176.0, 862.0], [218.0, 859.0], [219.0, 871.0], [177.0, 874.0]]",GOKLTECH,0.9118753671646118
30,"[[262.0, 856.0], [370.0, 856.0], [370.0, 872.0], [262.0, 872.0]]",酷哇机器人,0.9668609499931335
