,box,txt,score
0,"[[501.0, 45.0], [575.0, 45.0], [575.0, 65.0], [501.0, 65.0]]",学术讲座,0.9976125955581665
1,"[[270.0, 55.0], [429.0, 55.0], [429.0, 70.0], [270.0, 70.0]]",计算机科学与工程系,0.9325875043869019
2,"[[103.0, 72.0], [247.0, 72.0], [247.0, 87.0], [103.0, 87.0]]",SHANGHAI JIAO TONG UNIVERSITY,0.9401461482048035
3,"[[521.0, 67.0], [558.0, 67.0], [558.0, 89.0], [521.0, 89.0]]",系列,0.9992748498916626
4,"[[50.0, 123.0], [615.0, 125.0], [615.0, 150.0], [50.0, 148.0]]",Generalization of Shannon Information,0.8762163519859314
5,"[[194.0, 172.0], [324.0, 172.0], [324.0, 195.0], [194.0, 195.0]]",Zhang Jun,0.8795969486236572
6,"[[192.0, 198.0], [446.0, 199.0], [446.0, 218.0], [192.0, 217.0]]",University of Michigan Ann Arbor,0.9366388320922852
7,"[[194.0, 225.0], [617.0, 225.0], [617.0, 240.0], [194.0, 240.0]]",Department of Psychology and Department of Statistics,0.9340153336524963
8,"[[195.0, 256.0], [257.0, 256.0], [257.0, 272.0], [195.0, 272.0]]",Abstract:,0.9512608647346497
9,"[[195.0, 274.0], [621.0, 274.0], [621.0, 288.0], [195.0, 288.0]]",Shannon' s theory for source and channel coding (and the duality,0.9659987688064575
10,"[[195.0, 290.0], [621.0, 290.0], [621.0, 305.0], [195.0, 305.0]]",between capacity and rate-distortion) has been the hallmark for in-,0.9365485906600952
11,"[[195.0, 308.0], [621.0, 308.0], [621.0, 322.0], [195.0, 322.0]]","formation science. Shannon information, and its associated expo",0.9232015609741211
12,"[[195.0, 324.0], [622.0, 324.0], [622.0, 339.0], [195.0, 339.0]]",nential family of probability measures and the Kullback-Leibler di-,0.9514530897140503
13,"[[196.0, 342.0], [621.0, 342.0], [621.0, 356.0], [196.0, 356.0]]",vergence measuring the difference of any two probability densities,0.922308087348938
14,"[[195.0, 358.0], [622.0, 358.0], [622.0, 373.0], [195.0, 373.0]]","have found wide applications in statistical inference, machine learn-",0.9334483742713928
15,"[[195.0, 375.0], [604.0, 375.0], [604.0, 389.0], [195.0, 389.0]]","ing, optimization, etc. Past research in Information Geometry",0.9436715841293335
