,box,txt,score
0,"[[188.0, 70.0], [430.0, 70.0], [430.0, 127.0], [188.0, 127.0]]",上海交通大学,0.849820613861084
1,"[[596.0, 87.0], [919.0, 87.0], [919.0, 118.0], [596.0, 118.0]]",电子信息与电气工程学院,0.9276520013809204
2,"[[944.0, 97.0], [1100.0, 102.0], [1099.0, 135.0], [943.0, 131.0]]",学术报告,0.9865273833274841
3,"[[185.0, 129.0], [426.0, 129.0], [426.0, 153.0], [185.0, 153.0]]",SHANGHAI JIAO TONG UNIVERSITY,0.9653858542442322
4,"[[646.0, 122.0], [895.0, 122.0], [895.0, 135.0], [646.0, 135.0]]",fElectronicInformationandElectricalEnginee,0.9416911602020264
5,"[[945.0, 179.0], [995.0, 179.0], [995.0, 212.0], [945.0, 212.0]]",系,0.9938912391662598
6,"[[1054.0, 175.0], [1103.0, 175.0], [1103.0, 212.0], [1054.0, 212.0]]",列,0.9781700968742371
7,"[[55.0, 186.0], [912.0, 186.0], [912.0, 218.0], [55.0, 218.0]]",Automatedforensicanalysis ofmobileapplicationsonAndroiddevices,0.9667916893959045
8,"[[354.0, 238.0], [642.0, 238.0], [642.0, 262.0], [354.0, 262.0]]",Presenter:Dr.Xiaodong Lin,0.9114910364151001
9,"[[354.0, 271.0], [568.0, 273.0], [568.0, 299.0], [354.0, 297.0]]","Associate Professor,",0.9563300013542175
10,"[[354.0, 308.0], [655.0, 308.0], [655.0, 332.0], [354.0, 332.0]]","School of Computer Science,",0.9218617677688599
11,"[[354.0, 343.0], [834.0, 343.0], [834.0, 369.0], [354.0, 369.0]]","College of Engineering and Physical Sciences,",0.8958674073219299
12,"[[354.0, 378.0], [659.0, 378.0], [659.0, 402.0], [354.0, 402.0]]","University of Guelph,Canada",0.9377923011779785
13,"[[356.0, 413.0], [784.0, 413.0], [784.0, 439.0], [356.0, 439.0]]","Talk Time:Monday, May 20, 2019, 14:00,",0.9252147674560547
