,box,txt,score
0,"[[246.0, 10.0], [637.0, 13.0], [636.0, 85.0], [246.0, 82.0]]",全球牛餐会,0.8216756582260132
1,"[[111.0, 34.0], [155.0, 34.0], [155.0, 44.0], [111.0, 44.0]]",ccess,0.9679573774337769
2,"[[107.0, 53.0], [150.0, 51.0], [150.0, 61.0], [107.0, 62.0]]",portan,0.923213541507721
3,"[[158.0, 47.0], [201.0, 44.0], [201.0, 55.0], [159.0, 58.0]]",services,0.9166930913925171
4,"[[35.0, 71.0], [229.0, 76.0], [228.0, 121.0], [34.0, 117.0]]",Security,0.9477032423019409
5,"[[203.0, 67.0], [229.0, 64.0], [230.0, 75.0], [204.0, 78.0]]",WOI,0.7260620594024658
6,"[[248.0, 91.0], [583.0, 91.0], [583.0, 111.0], [248.0, 111.0]]",SJTU-CSGLOBALLUNCH,0.9240325093269348
7,"[[139.0, 116.0], [202.0, 116.0], [202.0, 130.0], [139.0, 130.0]]",compu,0.9727557897567749
8,"[[246.0, 112.0], [647.0, 115.0], [647.0, 139.0], [246.0, 136.0]]",SEMINARSERIES第九期2023/04/28,0.9656185507774353
9,"[[127.0, 170.0], [546.0, 170.0], [546.0, 221.0], [127.0, 221.0]]",通往AI安全之路,0.8519241809844971
10,"[[36.0, 249.0], [172.0, 252.0], [171.0, 275.0], [35.0, 273.0]]",Abstract,0.9551806449890137
11,"[[40.0, 285.0], [611.0, 286.0], [611.0, 303.0], [40.0, 302.0]]",神经网络在很多系统里得到了广泛的运用，其中包括很多安全攸关的系统,0.9104619026184082
12,"[[48.0, 303.0], [611.0, 304.0], [611.0, 324.0], [48.0, 323.0]]",（比如自动驾驶以及人脸识别）。令人担心的是，科学家们发现了很多与,0.962934136390686
13,"[[39.0, 323.0], [611.0, 324.0], [611.0, 344.0], [39.0, 343.0]]",神经网络相关的安全问题，比如后门攻击，公平性问题等等。相比传统软,0.9593698978424072
14,"[[39.0, 343.0], [611.0, 344.0], [611.0, 363.0], [39.0, 362.0]]",件，神经网络上的这些问题更不容易解决，因为人们无从理解神经网络是,0.9582646489143372
15,"[[42.0, 366.0], [610.0, 366.0], [610.0, 380.0], [42.0, 380.0]]",如何工作的，那我们要怎么才能确保安全攸关的神经网络值得信赖呢？在,0.9768208265304565
16,"[[41.0, 384.0], [611.0, 384.0], [611.0, 401.0], [41.0, 401.0]]",这个讲座里，我会系统的阐述神经网络安全相关的一系列问题，最新的研,0.9714641571044922
17,"[[40.0, 404.0], [239.0, 405.0], [239.0, 422.0], [40.0, 421.0]]",究，以及潜在的解决方案。,0.9561154842376709
18,"[[186.0, 443.0], [611.0, 442.0], [611.0, 459.0], [186.0, 461.0]]",孙军（sunjun.site）目前是新加坡管理大学（SMU）的,0.9483832716941833
19,"[[184.0, 459.0], [611.0, 462.0], [611.0, 481.0], [184.0, 479.0]]",终身教授。他分别于2002年和2006年获得新加坡国立,0.9450914859771729
