,box,txt,score
0,"[[664.0, 257.0], [2507.0, 252.0], [2507.0, 359.0], [665.0, 363.0]]",北京大学电子学系前沿学术论坛,0.9543954133987427
1,"[[2113.0, 483.0], [2516.0, 483.0], [2516.0, 625.0], [2113.0, 625.0]]",第18期,0.9113070964813232
2,"[[328.0, 797.0], [2476.0, 797.0], [2476.0, 961.0], [328.0, 961.0]]",光纤时频同步及应用,0.9567171931266785
3,"[[992.0, 1342.0], [1909.0, 1342.0], [1909.0, 1462.0], [992.0, 1462.0]]",王波长聘副教授,0.9545015692710876
4,"[[1005.0, 1595.0], [2387.0, 1585.0], [2388.0, 1661.0], [1006.0, 1670.0]]",时间：2021年11月12日（周五）14:00-16:00,0.9655090570449829
5,"[[1023.0, 1710.0], [2166.0, 1710.0], [2166.0, 1772.0], [1023.0, 1772.0]]",O地点：北京大学理科二号楼2736报告厅,0.9315851330757141
6,"[[1014.0, 1820.0], [2343.0, 1820.0], [2343.0, 1882.0], [1014.0, 1882.0]]",Q联系人：王延辉wangyanhui@pku.edu.cn,0.9162721037864685
7,"[[315.0, 2095.0], [678.0, 2095.0], [678.0, 2175.0], [315.0, 2175.0]]",报告摘要,0.9974846839904785
8,"[[319.0, 2254.0], [2596.0, 2254.0], [2596.0, 2316.0], [319.0, 2316.0]]",报告将简要回顾光纤时频同步技术的发展过程；课题组光纤时标、频率、相位同步技,0.9688253402709961
9,"[[315.0, 2339.0], [2591.0, 2339.0], [2591.0, 2396.0], [315.0, 2396.0]]",术的基本思路及仪器设备研发情况。在应用拓展方面做以下介绍：（1）利用自行研发,0.9495643973350525
10,"[[315.0, 2423.0], [2591.0, 2423.0], [2591.0, 2480.0], [315.0, 2480.0]]",的光纤频率传输仪，构建了连接清华大学与北京卫星导航中心、中国计量院、北京无,0.9786970615386963
11,"[[315.0, 2502.0], [2596.0, 2507.0], [2596.0, 2569.0], [314.0, 2564.0]]",线电计量测试研究所4个单位的北京时频同步实验网，可实现上述单位氢原子钟的实时,0.9649668335914612
12,"[[319.0, 2595.0], [2596.0, 2595.0], [2596.0, 2653.0], [319.0, 2653.0]]",常态化比对，并进一步生成区域综合自由原子时。（2）为国际大科学工程-平方公里,0.9415939450263977
13,"[[315.0, 2675.0], [2600.0, 2680.0], [2600.0, 2742.0], [314.0, 2737.0]]",阵（SKA），以及英国本土e-merlin射电望远镜阵列提供频率同步设备。（3）利用城,0.9662275910377502
14,"[[319.0, 2768.0], [2241.0, 2768.0], [2241.0, 2826.0], [319.0, 2826.0]]",市光缆网络进行振动监测的初步结果-时移方差增强的激光干涉定位技术。,0.9479942321777344
15,"[[332.0, 2919.0], [731.0, 2919.0], [731.0, 2999.0], [332.0, 2999.0]]",报告人简介,0.8947423100471497
16,"[[319.0, 3083.0], [2600.0, 3083.0], [2600.0, 3145.0], [319.0, 3145.0]]",王波，清华大学精仪系长聘副教授。现任精仪系仪器所副所长，光子测控技术教育部,0.963123619556427
17,"[[319.0, 3171.0], [2596.0, 3171.0], [2596.0, 3229.0], [319.0, 3229.0]]",重点实验室副主任，SKA Consultant Leads committee member，SKA低频阵频率同,0.9287643432617188
18,"[[319.0, 3255.0], [2596.0, 3255.0], [2596.0, 3313.0], [319.0, 3313.0]]",步任务牵头人。OSA Senior member，IEEE Senior member。长期从事时间频率精密,0.9300448894500732
19,"[[315.0, 3335.0], [2587.0, 3335.0], [2587.0, 3393.0], [315.0, 3393.0]]",测量的实验和理论研究。作为项目负责人承担国家重点研发计划项目、国家重大科学,0.9360642433166504
20,"[[315.0, 3419.0], [2596.0, 3424.0], [2596.0, 3486.0], [314.0, 3481.0]]",仪器设备开发专项课题、自然基金面上项目、创新特区项目等项目或课题9项。发表,0.9389323592185974
21,"[[315.0, 3512.0], [2596.0, 3512.0], [2596.0, 3570.0], [315.0, 3570.0]]",SCI论文70余篇。曾获中国计量测试学会科技进步一等奖（第二完成人）。主讲本科生,0.9633170962333679
22,"[[310.0, 3592.0], [1980.0, 3597.0], [1980.0, 3659.0], [310.0, 3654.0]]",课程《量子计量原理及应用》、《测控技术与仪器专业认知》。,0.936491847038269
23,"[[354.0, 3791.0], [1887.0, 3791.0], [1887.0, 3893.0], [354.0, 3893.0]]",欢迎各位老师、同学参加！,0.8346726298332214
24,"[[1081.0, 4075.0], [2286.0, 4075.0], [2286.0, 4132.0], [1081.0, 4132.0]]",关注电子学系微信公众号，了解更多讲座信息！,0.9340258240699768
