,box,txt,score
0,"[[764.0, 2.0], [1047.0, 8.0], [1046.0, 53.0], [763.0, 48.0]]",信息科学技术学院,0.9961039423942566
1,"[[428.0, 134.0], [667.0, 134.0], [667.0, 246.0], [428.0, 246.0]]",席谈,0.9970411658287048
2,"[[41.0, 152.0], [440.0, 146.0], [442.0, 238.0], [42.0, 243.0]]",信科商二,0.7452065348625183
3,"[[68.0, 301.0], [792.0, 301.0], [792.0, 405.0], [68.0, 405.0]]",青年学术沙龙,0.8326578140258789
4,"[[827.0, 336.0], [1024.0, 342.0], [1021.0, 408.0], [825.0, 402.0]]",第四期,0.9122681617736816
5,"[[633.0, 478.0], [1033.0, 478.0], [1033.0, 605.0], [633.0, 605.0]]",高性能,0.9898621439933777
6,"[[508.0, 612.0], [1039.0, 621.0], [1037.0, 747.0], [506.0, 739.0]]",芯片设计,0.9636933207511902
7,"[[633.0, 759.0], [1023.0, 759.0], [1023.0, 813.0], [633.0, 813.0]]",桥接智慧与现实,0.9467863440513611
8,"[[675.0, 886.0], [948.0, 886.0], [948.0, 1018.0], [675.0, 1018.0]]",时间,0.9758549928665161
9,"[[106.0, 1030.0], [400.0, 1030.0], [400.0, 1119.0], [106.0, 1119.0]]",唐希源,0.841942548751831
10,"[[579.0, 1071.0], [1049.0, 1071.0], [1049.0, 1139.0], [579.0, 1139.0]]",11月4日（周五）,0.8917504549026489
11,"[[23.0, 1164.0], [524.0, 1164.0], [524.0, 1215.0], [23.0, 1215.0]]",北京大学博雅青年学,0.9332345128059387
12,"[[698.0, 1192.0], [916.0, 1192.0], [916.0, 1283.0], [698.0, 1283.0]]",19:00,0.9134408831596375
13,"[[21.0, 1235.0], [498.0, 1235.0], [498.0, 1286.0], [21.0, 1286.0]]",者集成电路学院/AI,0.8255922198295593
14,"[[21.0, 1301.0], [524.0, 1301.0], [524.0, 1352.0], [21.0, 1352.0]]",研究院研究员、助理,0.9944896697998047
15,"[[16.0, 1367.0], [525.0, 1369.0], [524.0, 1423.0], [15.0, 1420.0]]",教授。主要从事高性,0.9515902400016785
16,"[[703.0, 1422.0], [949.0, 1429.0], [945.0, 1545.0], [700.0, 1538.0]]",地点,0.9953329563140869
17,"[[21.0, 1440.0], [527.0, 1440.0], [527.0, 1491.0], [21.0, 1491.0]]",能模拟混合信号前端,0.9909331202507019
18,"[[75.0, 1509.0], [524.0, 1509.0], [524.0, 1562.0], [75.0, 1562.0]]",数据转换器，及人,0.9067978858947754
19,"[[622.0, 1561.0], [1036.0, 1570.0], [1035.0, 1651.0], [620.0, 1642.0]]",北京大学,0.9837769269943237
20,"[[23.0, 1577.0], [540.0, 1577.0], [540.0, 1628.0], [23.0, 1628.0]]",工智能芯片的科研，升,0.9053915143013
21,"[[26.0, 1645.0], [506.0, 1645.0], [506.0, 1696.0], [26.0, 1696.0]]",于2020年获得IEEE,0.9430907368659973
22,"[[633.0, 1676.0], [1007.0, 1676.0], [1007.0, 1729.0], [633.0, 1729.0]]",微纳电子大厦,0.934245765209198
23,"[[16.0, 1711.0], [527.0, 1714.0], [527.0, 1767.0], [15.0, 1764.0]]",SScS Rising Stars,0.8829977512359619
24,"[[654.0, 1767.0], [981.0, 1767.0], [981.0, 1828.0], [654.0, 1828.0]]",一楼报告厅,0.9768775701522827
25,"[[15.0, 1782.0], [548.0, 1779.0], [548.0, 1830.0], [16.0, 1833.0]]",Award。他于2012年,0.9499343037605286
26,"[[21.0, 1850.0], [537.0, 1850.0], [537.0, 1901.0], [21.0, 1901.0]]",和2019年在上海交通,0.9737676382064819
27,"[[18.0, 1919.0], [517.0, 1919.0], [517.0, 1972.0], [18.0, 1972.0]]",大学UTAustin获得,0.882084846496582
28,"[[21.0, 1987.0], [524.0, 1987.0], [524.0, 2038.0], [21.0, 2038.0]]",学士博士学位。此前,0.9706040620803833
29,"[[78.0, 2055.0], [524.0, 2055.0], [524.0, 2106.0], [78.0, 2106.0]]",他在模拟顶尖设计,0.971045970916748
30,"[[21.0, 2126.0], [519.0, 2126.0], [519.0, 2177.0], [21.0, 2177.0]]",公司SiliconLabs主,0.9289330244064331
31,"[[21.0, 2195.0], [527.0, 2195.0], [527.0, 2245.0], [21.0, 2245.0]]",持ADC设计，分别子,0.9448202252388
32,"[[13.0, 2258.0], [545.0, 2263.0], [545.0, 2316.0], [13.0, 2311.0]]",90nm、40nm实现高,0.9414985179901123
33,"[[13.0, 2324.0], [158.0, 2324.0], [158.0, 2387.0], [13.0, 2387.0]]",量产。,0.8709031939506531
