,box,txt,score
0,"[[664.0, 261.0], [2503.0, 261.0], [2503.0, 363.0], [664.0, 363.0]]",北京大学电子学系前沿学术论坛,0.9660931825637817
1,"[[2184.0, 487.0], [2516.0, 487.0], [2516.0, 620.0], [2184.0, 620.0]]",第6期,0.9930739402770996
2,"[[155.0, 815.0], [2684.0, 815.0], [2684.0, 948.0], [155.0, 948.0]]",宽禁带与超宽禁带半导体科技的若干新进展,0.9130808115005493
3,"[[979.0, 1280.0], [1577.0, 1280.0], [1577.0, 1386.0], [979.0, 1386.0]]",郝跃院士,0.9829599857330322
4,"[[979.0, 1510.0], [2374.0, 1510.0], [2374.0, 1572.0], [979.0, 1572.0]]",①时间：2021年5月14日（周五）14：00-16：00,0.9404716491699219
5,"[[979.0, 1612.0], [2117.0, 1612.0], [2117.0, 1674.0], [979.0, 1674.0]]",〇地点：北京大学理科二号楼2129报告厅,0.9077688455581665
6,"[[961.0, 1719.0], [2281.0, 1714.0], [2281.0, 1789.0], [961.0, 1794.0]]",Q邀请人：张志勇教授zyzhang@pku.edu.cn,0.9375541806221008
7,"[[346.0, 1944.0], [687.0, 1944.0], [687.0, 2024.0], [346.0, 2024.0]]",报告摘要,0.9969760179519653
8,"[[492.0, 2117.0], [2507.0, 2117.0], [2507.0, 2175.0], [492.0, 2175.0]]",面对全球能源、信息和环保领域面临的一系列重大挑战，发展新型,0.9560127258300781
9,"[[354.0, 2215.0], [2507.0, 2215.0], [2507.0, 2272.0], [354.0, 2272.0]]",高能效半导体电子器件十分必要和迫切。宽禁带和超宽禁带半导体材料,0.9444777965545654
10,"[[350.0, 2308.0], [2507.0, 2312.0], [2507.0, 2374.0], [350.0, 2370.0]]",和器件是当前和未来重要的研究领域和有挑战性的方向，是高能效电子,0.9122082591056824
11,"[[354.0, 2414.0], [2507.0, 2414.0], [2507.0, 2471.0], [354.0, 2471.0]]",器件发展的重要代表。本报告论述了宽禁带和超宽禁带半导体的机遇与,0.9750442504882812
12,"[[350.0, 2507.0], [2357.0, 2507.0], [2357.0, 2569.0], [350.0, 2569.0]]",挑战，给出了该领域的最新科技新进展，并展望未来发展的新方向。,0.940305769443512
13,"[[354.0, 2711.0], [731.0, 2711.0], [731.0, 2790.0], [354.0, 2790.0]]",报告人简介,0.9868471026420593
14,"[[487.0, 2901.0], [2512.0, 2901.0], [2512.0, 2963.0], [487.0, 2963.0]]",郝跃，中国科学院院士，著名微电子学专家，西安电子科技大学教,0.8985936641693115
15,"[[354.0, 2999.0], [2512.0, 2999.0], [2512.0, 3061.0], [354.0, 3061.0]]",授和学校学术委员会主任，全国政协委员，中国电子学会副理事长。长,0.9765737056732178
16,"[[354.0, 3092.0], [2507.0, 3092.0], [2507.0, 3154.0], [354.0, 3154.0]]",期从事微电子学与固体电子学的科学研究与人才培养，在宽禁带和超宽,0.9674192667007446
17,"[[354.0, 3193.0], [2507.0, 3193.0], [2507.0, 3255.0], [354.0, 3255.0]]",禁带半导体材料与器件、微波和毫米波半导体器件、集成电路新器件和,0.9278724789619446
18,"[[354.0, 3291.0], [2503.0, 3291.0], [2503.0, 3348.0], [354.0, 3348.0]]",新材料等方面取得了系统的创新成果。2013年当选中国科学院院士，目,0.9137988686561584
19,"[[359.0, 3393.0], [2503.0, 3393.0], [2503.0, 3450.0], [359.0, 3450.0]]",前兼任国家自然科学基金委员会信息科学部主任，国务院学位委员会电,0.9412528872489929
20,"[[354.0, 3490.0], [2503.0, 3490.0], [2503.0, 3548.0], [354.0, 3548.0]]",子科学与技术学科评议组召集人，教育部高等院校电子信息类专业教学,0.9244543313980103
21,"[[350.0, 3588.0], [851.0, 3588.0], [851.0, 3650.0], [350.0, 3650.0]]",指导委员会主任。,0.9786713123321533
22,"[[345.0, 3924.0], [1887.0, 3915.0], [1887.0, 4017.0], [346.0, 4026.0]]",欢迎各位老师、同学参加！,0.9054296016693115
23,"[[1006.0, 4101.0], [2215.0, 4101.0], [2215.0, 4163.0], [1006.0, 4163.0]]",关注电子学系微信公众号，了解更多讲座信息！,0.9507661461830139
